DATE,REGION,AGEGROUP,SEX,BRAND,DOSE,COUNT
2021-03-13,Flanders,45-54,M,AstraZeneca-Oxford,A,182
2021-03-13,Flanders,45-54,M,Moderna,A,1
2021-03-13,Flanders,45-54,M,Other,A,1
2021-03-13,Flanders,45-54,M,Pfizer-BioNTech,A,65
2021-03-13,Flanders,45-54,M,Pfizer-BioNTech,B,199
2021-03-13,Flanders,55-64,F,AstraZeneca-Oxford,A,416
2021-03-13,Flanders,55-64,F,AstraZeneca-Oxford,B,1
2021-03-13,Flanders,55-64,F,Johnson&Johnson,C,2
2021-03-13,Flanders,55-64,F,Pfizer-BioNTech,A,55
2021-03-13,Flanders,55-64,F,Pfizer-BioNTech,B,297
2021-03-13,Flanders,55-64,M,AstraZeneca-Oxford,A,283
2021-03-13,Flanders,55-64,M,Johnson&Johnson,C,1
2021-03-13,Flanders,55-64,M,Pfizer-BioNTech,A,75
2021-03-13,Flanders,55-64,M,Pfizer-BioNTech,B,215
2021-03-13,Flanders,65-74,F,AstraZeneca-Oxford,A,130
2021-03-13,Flanders,65-74,F,AstraZeneca-Oxford,B,1
2021-03-13,Flanders,65-74,F,Johnson&Johnson,C,4
2021-03-13,Flanders,65-74,F,Pfizer-BioNTech,A,45
2021-03-13,Flanders,65-74,F,Pfizer-BioNTech,B,53
2021-03-13,Flanders,65-74,M,AstraZeneca-Oxford,A,93
2021-03-13,Flanders,65-74,M,AstraZeneca-Oxford,B,1
2021-03-13,Flanders,65-74,M,Johnson&Johnson,C,2
2021-03-13,Flanders,65-74,M,Pfizer-BioNTech,A,39
2021-03-13,Flanders,65-74,M,Pfizer-BioNTech,B,76
2021-03-13,Flanders,75-84,F,AstraZeneca-Oxford,A,52
2021-03-13,Flanders,75-84,F,Pfizer-BioNTech,A,62
2021-03-13,Flanders,75-84,F,Pfizer-BioNTech,B,12
2021-03-13,Flanders,75-84,M,AstraZeneca-Oxford,A,66
2021-03-13,Flanders,75-84,M,Pfizer-BioNTech,A,30
2021-03-13,Flanders,75-84,M,Pfizer-BioNTech,B,19
2021-03-13,Flanders,85+,F,AstraZeneca-Oxford,A,128
2021-03-13,Flanders,85+,F,Pfizer-BioNTech,A,56
2021-03-13,Flanders,85+,F,Pfizer-BioNTech,B,10
2021-03-13,Flanders,85+,M,AstraZeneca-Oxford,A,92
2021-03-13,Flanders,85+,M,Johnson&Johnson,C,1
2021-03-13,Flanders,85+,M,Pfizer-BioNTech,A,30
2021-03-13,Flanders,85+,M,Pfizer-BioNTech,B,2
2021-03-13,,12-15,F,Pfizer-BioNTech,A,1
2021-03-13,,18-24,F,Pfizer-BioNTech,A,9
2021-03-13,,18-24,F,Pfizer-BioNTech,B,2
2021-03-13,,18-24,M,Moderna,B,1
2021-03-13,,18-24,M,Pfizer-BioNTech,A,14
2021-03-13,,25-34,F,AstraZeneca-Oxford,A,1
2021-03-13,,25-34,F,Pfizer-BioNTech,A,11
2021-03-13,,25-34,F,Pfizer-BioNTech,B,1
2021-03-13,,25-34,M,AstraZeneca-Oxford,A,3
2021-03-13,,25-34,M,Pfizer-BioNTech,A,17
2021-03-13,,35-44,F,AstraZeneca-Oxford,A,1
2021-03-13,,35-44,F,Pfizer-BioNTech,A,2
2021-03-13,,35-44,F,Pfizer-BioNTech,B,2
2021-03-13,,35-44,M,AstraZeneca-Oxford,A,2
2021-03-13,,35-44,M,Johnson&Johnson,C,1
2021-03-13,,35-44,M,Pfizer-BioNTech,A,5
2021-03-13,,35-44,M,Pfizer-BioNTech,B,3
2021-03-13,,45-54,F,AstraZeneca-Oxford,B,1
2021-03-13,,45-54,F,Moderna,A,1
2021-03-13,,45-54,M,AstraZeneca-Oxford,A,1
2021-03-13,,45-54,M,Pfizer-BioNTech,A,10
2021-03-13,,45-54,M,Pfizer-BioNTech,B,2
2021-03-13,,55-64,F,AstraZeneca-Oxford,A,1
2021-03-13,,55-64,F,Moderna,B,1
2021-03-13,,55-64,F,Pfizer-BioNTech,A,3
2021-03-13,,55-64,F,Pfizer-BioNTech,B,1
2021-03-13,,55-64,M,AstraZeneca-Oxford,A,2
2021-03-13,,55-64,M,Pfizer-BioNTech,A,8
2021-03-13,,55-64,M,Pfizer-BioNTech,B,1
2021-03-13,,65-74,F,Pfizer-BioNTech,A,1
2021-03-13,,65-74,F,Pfizer-BioNTech,B,1
2021-03-13,,65-74,M,AstraZeneca-Oxford,A,2
2021-03-13,,65-74,M,Pfizer-BioNTech,A,2
2021-03-13,,65-74,M,Pfizer-BioNTech,B,1
2021-03-13,,75-84,F,Pfizer-BioNTech,A,1
2021-03-13,,75-84,F,Pfizer-BioNTech,B,1
2021-03-13,,75-84,M,Pfizer-BioNTech,A,1
2021-03-13,,85+,M,AstraZeneca-Oxford,A,1
2021-03-13,Ostbelgien,18-24,F,AstraZeneca-Oxford,A,1
2021-03-13,Ostbelgien,35-44,F,AstraZeneca-Oxford,A,3
2021-03-13,Wallonia,18-24,F,AstraZeneca-Oxford,A,64
2021-03-13,Wallonia,18-24,F,Pfizer-BioNTech,A,11
2021-03-13,Wallonia,18-24,F,Pfizer-BioNTech,B,4
2021-03-13,Wallonia,18-24,M,AstraZeneca-Oxford,A,19
2021-03-13,Wallonia,18-24,M,Moderna,A,1
2021-03-13,Wallonia,18-24,M,Pfizer-BioNTech,A,6
2021-03-13,Wallonia,18-24,M,Pfizer-BioNTech,B,2
2021-03-13,Wallonia,25-34,F,AstraZeneca-Oxford,A,76
2021-03-13,Wallonia,25-34,F,AstraZeneca-Oxford,B,1
2021-03-13,Wallonia,25-34,F,Pfizer-BioNTech,A,10
2021-03-13,Wallonia,25-34,F,Pfizer-BioNTech,B,7
2021-03-13,Wallonia,25-34,M,AstraZeneca-Oxford,A,46
2021-03-13,Wallonia,25-34,M,Pfizer-BioNTech,A,17
2021-03-13,Wallonia,25-34,M,Pfizer-BioNTech,B,7
2021-03-13,Wallonia,35-44,F,AstraZeneca-Oxford,A,61
2021-03-13,Wallonia,35-44,F,Pfizer-BioNTech,A,12
2021-03-13,Wallonia,35-44,F,Pfizer-BioNTech,B,7
2021-03-13,Wallonia,35-44,M,AstraZeneca-Oxford,A,42
2021-03-13,Wallonia,35-44,M,Pfizer-BioNTech,A,16
2021-03-13,Wallonia,35-44,M,Pfizer-BioNTech,B,11
2021-03-13,Wallonia,45-54,F,AstraZeneca-Oxford,A,95
2021-03-13,Wallonia,45-54,F,Pfizer-BioNTech,A,12
2021-03-13,Wallonia,45-54,F,Pfizer-BioNTech,B,11
2021-03-13,Wallonia,45-54,M,AstraZeneca-Oxford,A,63
2021-03-13,Wallonia,45-54,M,Pfizer-BioNTech,A,14
2021-03-13,Wallonia,45-54,M,Pfizer-BioNTech,B,12
2021-03-13,Wallonia,55-64,F,AstraZeneca-Oxford,A,160
2021-03-13,Wallonia,55-64,F,Pfizer-BioNTech,A,113
2021-03-13,Wallonia,55-64,F,Pfizer-BioNTech,B,16
2021-03-13,Wallonia,55-64,M,AstraZeneca-Oxford,A,106
2021-03-13,Wallonia,55-64,M,Pfizer-BioNTech,A,42
2021-03-13,Wallonia,55-64,M,Pfizer-BioNTech,B,14
2021-03-13,Wallonia,65-74,F,AstraZeneca-Oxford,A,179
2021-03-13,Wallonia,65-74,F,Pfizer-BioNTech,A,75
2021-03-13,Wallonia,65-74,F,Pfizer-BioNTech,B,2
2021-03-13,Wallonia,65-74,M,AstraZeneca-Oxford,A,164
2021-03-13,Wallonia,65-74,M,AstraZeneca-Oxford,B,1
2021-03-13,Wallonia,65-74,M,Pfizer-BioNTech,A,37
2021-03-13,Wallonia,65-74,M,Pfizer-BioNTech,B,3
2021-03-13,Wallonia,75-84,F,AstraZeneca-Oxford,A,141
2021-03-13,Wallonia,75-84,F,AstraZeneca-Oxford,B,1
2021-03-13,Wallonia,75-84,F,Pfizer-BioNTech,A,32
2021-03-13,Wallonia,75-84,F,Pfizer-BioNTech,B,5
2021-03-13,Wallonia,75-84,M,AstraZeneca-Oxford,A,127
2021-03-13,Wallonia,75-84,M,Pfizer-BioNTech,A,15
2021-03-13,Wallonia,75-84,M,Pfizer-BioNTech,B,5
2021-03-13,Wallonia,85+,F,AstraZeneca-Oxford,A,138
2021-03-13,Wallonia,85+,F,Pfizer-BioNTech,A,8
2021-03-13,Wallonia,85+,M,AstraZeneca-Oxford,A,86
2021-03-14,Brussels,18-24,F,Pfizer-BioNTech,A,1
2021-03-14,Brussels,18-24,M,Pfizer-BioNTech,B,1
2021-03-14,Brussels,25-34,M,Pfizer-BioNTech,A,1
2021-03-14,Brussels,35-44,F,Pfizer-BioNTech,B,1
2021-03-14,Brussels,35-44,M,Pfizer-BioNTech,B,2
2021-03-14,Brussels,45-54,M,AstraZeneca-Oxford,A,2
2021-03-14,Brussels,45-54,M,Pfizer-BioNTech,B,1
2021-03-14,Brussels,55-64,F,Pfizer-BioNTech,A,1
2021-03-14,Brussels,55-64,M,AstraZeneca-Oxford,A,1
2021-03-14,Brussels,55-64,M,Moderna,A,1
2021-03-14,Brussels,55-64,M,Other,A,1
2021-03-14,Brussels,55-64,M,Pfizer-BioNTech,A,1
2021-03-14,Brussels,65-74,F,AstraZeneca-Oxford,A,1
2021-03-14,Flanders,16-17,F,Pfizer-BioNTech,A,1
2021-03-14,Flanders,16-17,F,Pfizer-BioNTech,B,3
2021-03-14,Flanders,16-17,M,Pfizer-BioNTech,A,1
2021-03-14,Flanders,16-17,M,Pfizer-BioNTech,B,3
2021-03-14,Flanders,18-24,F,AstraZeneca-Oxford,A,18
2021-03-14,Flanders,18-24,F,Pfizer-BioNTech,A,1
2021-03-14,Flanders,18-24,F,Pfizer-BioNTech,B,105
2021-03-14,Flanders,18-24,M,AstraZeneca-Oxford,A,5
2021-03-14,Flanders,18-24,M,Pfizer-BioNTech,A,1
2021-03-14,Flanders,18-24,M,Pfizer-BioNTech,B,49
2021-03-14,Flanders,25-34,F,AstraZeneca-Oxford,A,5
2021-03-14,Flanders,25-34,F,Pfizer-BioNTech,A,9
2021-03-14,Flanders,25-34,F,Pfizer-BioNTech,B,182
2021-03-14,Flanders,25-34,M,AstraZeneca-Oxford,A,6
2021-03-14,Flanders,25-34,M,Pfizer-BioNTech,A,1
2021-03-14,Flanders,25-34,M,Pfizer-BioNTech,B,94
2021-03-14,Flanders,35-44,F,AstraZeneca-Oxford,A,5
2021-03-14,Flanders,35-44,F,Pfizer-BioNTech,A,2
2021-03-14,Flanders,35-44,F,Pfizer-BioNTech,B,148
2021-03-14,Flanders,35-44,M,AstraZeneca-Oxford,A,5
2021-03-14,Flanders,35-44,M,Pfizer-BioNTech,A,1
2021-03-14,Flanders,35-44,M,Pfizer-BioNTech,B,71
2021-03-14,Flanders,45-54,F,AstraZeneca-Oxford,A,7
2021-03-14,Flanders,45-54,F,Pfizer-BioNTech,A,3
2021-03-14,Flanders,45-54,F,Pfizer-BioNTech,B,171
2021-03-14,Flanders,45-54,M,AstraZeneca-Oxford,A,3
2021-03-14,Flanders,45-54,M,Pfizer-BioNTech,B,97
2021-03-14,Flanders,55-64,F,AstraZeneca-Oxford,A,28
2021-03-14,Flanders,55-64,F,Pfizer-BioNTech,A,4
2021-03-14,Flanders,55-64,F,Pfizer-BioNTech,B,133
2021-03-14,Flanders,55-64,M,AstraZeneca-Oxford,A,46
2021-03-14,Flanders,55-64,M,Pfizer-BioNTech,A,1
2021-03-14,Flanders,55-64,M,Pfizer-BioNTech,B,118
2021-03-14,Flanders,65-74,F,Pfizer-BioNTech,A,1
2021-03-14,Flanders,65-74,F,Pfizer-BioNTech,B,32
2021-03-14,Flanders,65-74,M,Moderna,B,1
2021-03-14,Flanders,65-74,M,Pfizer-BioNTech,A,2
2021-03-14,Flanders,65-74,M,Pfizer-BioNTech,B,36
2021-03-14,Flanders,75-84,F,AstraZeneca-Oxford,A,1
2021-03-14,Flanders,75-84,F,Pfizer-BioNTech,A,1
2021-03-14,Flanders,75-84,F,Pfizer-BioNTech,B,9
2021-03-14,Flanders,75-84,M,AstraZeneca-Oxford,A,1
2021-03-14,Flanders,75-84,M,Pfizer-BioNTech,A,2
2021-03-14,Flanders,75-84,M,Pfizer-BioNTech,B,11
2021-03-14,Flanders,85+,M,Pfizer-BioNTech,B,2
2021-03-14,,25-34,F,Moderna,B,1
2021-03-14,,25-34,F,Pfizer-BioNTech,A,1
2021-03-14,,25-34,M,AstraZeneca-Oxford,A,1
2021-03-14,,25-34,M,Pfizer-BioNTech,B,1
2021-03-14,,35-44,F,AstraZeneca-Oxford,A,1
2021-03-14,,35-44,F,Pfizer-BioNTech,A,1
2021-03-14,,35-44,M,AstraZeneca-Oxford,A,1
2021-03-14,,35-44,M,Pfizer-BioNTech,A,1
2021-03-14,,45-54,F,Moderna,A,1
2021-03-14,,45-54,F,Pfizer-BioNTech,B,3
2021-03-14,,45-54,M,AstraZeneca-Oxford,A,1
2021-03-14,,55-64,F,AstraZeneca-Oxford,A,1
2021-03-14,,55-64,F,Moderna,A,1
2021-03-14,,55-64,F,Pfizer-BioNTech,A,2
2021-03-14,,55-64,F,Pfizer-BioNTech,B,2
2021-03-14,,55-64,M,AstraZeneca-Oxford,A,1
2021-03-14,,55-64,M,Pfizer-BioNTech,A,2
2021-03-14,,55-64,M,Pfizer-BioNTech,B,1
2021-03-14,,65-74,F,Pfizer-BioNTech,B,1
2021-03-14,,65-74,M,Pfizer-BioNTech,B,1
2021-03-14,,75-84,F,Pfizer-BioNTech,B,1
2021-03-14,,85+,M,Pfizer-BioNTech,B,1
2021-03-14,Wallonia,18-24,F,AstraZeneca-Oxford,A,1
2021-03-14,Wallonia,25-34,F,AstraZeneca-Oxford,A,1
2021-03-14,Wallonia,25-34,F,Pfizer-BioNTech,B,1
2021-03-14,Wallonia,25-34,M,AstraZeneca-Oxford,A,1
2021-03-14,Wallonia,25-34,M,Pfizer-BioNTech,B,1
2021-03-14,Wallonia,35-44,F,Pfizer-BioNTech,A,1
2021-03-14,Wallonia,35-44,F,Pfizer-BioNTech,B,1
2021-03-14,Wallonia,45-54,F,AstraZeneca-Oxford,A,2
2021-03-14,Wallonia,45-54,F,Pfizer-BioNTech,B,1
2021-03-14,Wallonia,55-64,M,AstraZeneca-Oxford,A,1
2021-03-14,Wallonia,85+,F,Pfizer-BioNTech,B,1
2021-03-15,Brussels,18-24,F,AstraZeneca-Oxford,A,10
2021-03-15,Brussels,18-24,F,Moderna,A,2
2021-03-15,Brussels,18-24,F,Moderna,B,1
2021-03-15,Brussels,18-24,F,Pfizer-BioNTech,A,2
2021-03-15,Brussels,18-24,F,Pfizer-BioNTech,B,16
2021-03-15,Brussels,18-24,M,AstraZeneca-Oxford,A,5
2021-03-15,Brussels,18-24,M,Moderna,B,3
2021-03-15,Brussels,18-24,M,Pfizer-BioNTech,A,1
2021-03-15,Brussels,18-24,M,Pfizer-BioNTech,B,1
2021-03-15,Brussels,25-34,F,AstraZeneca-Oxford,A,4
2021-03-15,Brussels,25-34,F,Moderna,A,3
2021-03-15,Brussels,25-34,F,Moderna,B,13
2021-03-15,Brussels,25-34,F,Pfizer-BioNTech,A,3
2021-03-15,Brussels,25-34,F,Pfizer-BioNTech,B,63
2021-03-15,Brussels,25-34,M,AstraZeneca-Oxford,A,7
2021-03-15,Brussels,25-34,M,Moderna,A,2
2021-03-15,Brussels,25-34,M,Moderna,B,12
2021-03-15,Brussels,25-34,M,Pfizer-BioNTech,A,3
2021-03-15,Brussels,25-34,M,Pfizer-BioNTech,B,33
2021-03-15,Brussels,35-44,F,AstraZeneca-Oxford,A,5
2021-03-15,Brussels,35-44,F,Pfizer-BioNTech,A,7
2021-03-15,Brussels,35-44,F,Pfizer-BioNTech,B,36
2021-03-15,Brussels,35-44,M,AstraZeneca-Oxford,A,10
2021-03-15,Brussels,35-44,M,Moderna,A,2
2021-03-15,Brussels,35-44,M,Pfizer-BioNTech,A,6
2021-03-15,Brussels,35-44,M,Pfizer-BioNTech,B,17
2021-03-15,Brussels,45-54,F,AstraZeneca-Oxford,A,9
2021-03-15,Brussels,45-54,F,Moderna,A,3
2021-03-15,Brussels,45-54,F,Pfizer-BioNTech,A,7
2021-03-15,Brussels,45-54,F,Pfizer-BioNTech,B,36
2021-03-15,Brussels,45-54,M,AstraZeneca-Oxford,A,10
2021-03-15,Brussels,45-54,M,Moderna,A,8
2021-03-15,Brussels,45-54,M,Moderna,B,3
2021-03-15,Brussels,45-54,M,Other,A,1
2021-03-15,Brussels,45-54,M,Pfizer-BioNTech,A,6
2021-03-15,Brussels,45-54,M,Pfizer-BioNTech,B,13
2021-03-15,Brussels,55-64,F,AstraZeneca-Oxford,A,6
2021-03-15,Brussels,55-64,F,Moderna,A,6
2021-03-15,Brussels,55-64,F,Moderna,B,7
2021-03-15,Brussels,55-64,F,Pfizer-BioNTech,A,10
2021-03-15,Brussels,55-64,F,Pfizer-BioNTech,B,16
2021-03-15,Brussels,55-64,M,AstraZeneca-Oxford,A,13
2021-03-15,Brussels,55-64,M,Moderna,A,9
2021-03-15,Brussels,55-64,M,Moderna,B,4
2021-03-15,Brussels,55-64,M,Pfizer-BioNTech,A,4
2021-03-15,Brussels,55-64,M,Pfizer-BioNTech,B,6
2021-03-15,Brussels,65-74,F,AstraZeneca-Oxford,A,20
2021-03-15,Brussels,65-74,F,AstraZeneca-Oxford,B,1
2021-03-15,Brussels,65-74,F,Moderna,A,22
2021-03-15,Brussels,65-74,F,Moderna,B,10
2021-03-15,Brussels,65-74,F,Pfizer-BioNTech,A,11
2021-03-15,Brussels,65-74,F,Pfizer-BioNTech,B,1
2021-03-15,Brussels,65-74,M,AstraZeneca-Oxford,A,17
2021-03-15,Brussels,65-74,M,AstraZeneca-Oxford,B,2
2021-03-15,Brussels,65-74,M,Moderna,A,12
2021-03-15,Brussels,65-74,M,Moderna,B,7
2021-03-15,Brussels,65-74,M,Pfizer-BioNTech,A,11
2021-03-15,Brussels,65-74,M,Pfizer-BioNTech,B,1
2021-03-15,Brussels,75-84,F,AstraZeneca-Oxford,A,268
2021-03-15,Brussels,75-84,F,Moderna,A,180
2021-03-15,Brussels,75-84,F,Pfizer-BioNTech,A,6
2021-03-15,Brussels,75-84,F,Pfizer-BioNTech,B,2
2021-03-15,Brussels,75-84,M,AstraZeneca-Oxford,A,263
2021-03-15,Brussels,75-84,M,AstraZeneca-Oxford,B,1
2021-03-15,Brussels,75-84,M,Moderna,A,168
2021-03-15,Brussels,75-84,M,Moderna,B,2
2021-03-15,Brussels,75-84,M,Pfizer-BioNTech,A,14
2021-03-15,Brussels,85+,F,AstraZeneca-Oxford,A,137
2021-03-15,Brussels,85+,F,Moderna,A,42
2021-03-15,Brussels,85+,F,Pfizer-BioNTech,A,3
2021-03-15,Brussels,85+,M,AstraZeneca-Oxford,A,95
2021-03-15,Brussels,85+,M,Moderna,A,43
2021-03-15,Brussels,85+,M,Pfizer-BioNTech,A,5
2021-03-15,Flanders,16-17,F,AstraZeneca-Oxford,A,2
2021-03-15,Flanders,16-17,F,Pfizer-BioNTech,A,1
2021-03-15,Flanders,16-17,F,Pfizer-BioNTech,B,2
2021-03-15,Flanders,16-17,M,AstraZeneca-Oxford,A,1
2021-03-15,Flanders,16-17,M,Pfizer-BioNTech,B,3
2021-03-15,Flanders,18-24,F,AstraZeneca-Oxford,A,459
2021-03-15,Flanders,18-24,F,Moderna,A,3
2021-03-15,Flanders,18-24,F,Pfizer-BioNTech,A,22
2021-03-15,Flanders,18-24,F,Pfizer-BioNTech,B,242
2021-03-15,Flanders,18-24,M,AstraZeneca-Oxford,A,116
2021-03-15,Flanders,18-24,M,Johnson&Johnson,C,1
2021-03-15,Flanders,18-24,M,Moderna,A,2
2021-03-15,Flanders,18-24,M,Pfizer-BioNTech,A,1
2021-03-15,Flanders,18-24,M,Pfizer-BioNTech,B,110
2021-03-15,Flanders,25-34,F,AstraZeneca-Oxford,A,693
2021-03-15,Flanders,25-34,F,Moderna,A,18
2021-03-15,Flanders,25-34,F,Moderna,B,2
2021-03-15,Flanders,25-34,F,Pfizer-BioNTech,A,194
2021-03-15,Flanders,25-34,F,Pfizer-BioNTech,B,559
2021-03-15,Flanders,25-34,M,AstraZeneca-Oxford,A,243
2021-03-15,Flanders,25-34,M,Moderna,A,29
2021-03-15,Flanders,25-34,M,Pfizer-BioNTech,A,92
2021-03-15,Flanders,25-34,M,Pfizer-BioNTech,B,212
2021-03-15,Flanders,35-44,F,AstraZeneca-Oxford,A,417
2021-03-15,Flanders,35-44,F,Moderna,A,12
2021-03-15,Flanders,35-44,F,Pfizer-BioNTech,A,194
2021-03-15,Flanders,35-44,F,Pfizer-BioNTech,B,476
2021-03-15,Flanders,35-44,M,AstraZeneca-Oxford,A,158
2021-03-15,Flanders,35-44,M,Moderna,A,40
2021-03-15,Flanders,35-44,M,Moderna,B,2
2021-03-15,Flanders,35-44,M,Pfizer-BioNTech,A,97
2021-03-15,Flanders,35-44,M,Pfizer-BioNTech,B,174
2021-03-15,Flanders,45-54,F,AstraZeneca-Oxford,A,410
2021-03-15,Flanders,45-54,F,Johnson&Johnson,C,1
2021-03-15,Flanders,45-54,F,Moderna,A,18
2021-03-15,Flanders,45-54,F,Moderna,B,1
2021-03-15,Flanders,45-54,F,Other,A,1
2021-03-15,Flanders,45-54,F,Pfizer-BioNTech,A,64
2021-03-15,Flanders,45-54,F,Pfizer-BioNTech,B,493
2021-03-15,Flanders,45-54,M,AstraZeneca-Oxford,A,203
2021-03-15,Flanders,45-54,M,Moderna,A,31
2021-03-15,Flanders,45-54,M,Pfizer-BioNTech,A,24
2021-03-15,Flanders,45-54,M,Pfizer-BioNTech,B,165
2021-03-15,Flanders,55-64,F,AstraZeneca-Oxford,A,1647
2021-03-15,Flanders,55-64,F,Moderna,A,16
2021-03-15,Flanders,55-64,F,Moderna,B,3
2021-03-15,Flanders,55-64,F,Other,A,1
2021-03-15,Flanders,55-64,F,Pfizer-BioNTech,A,52
2021-03-15,Flanders,55-64,F,Pfizer-BioNTech,B,398
2021-03-15,Flanders,55-64,M,AstraZeneca-Oxford,A,709
2021-03-15,Flanders,55-64,M,Moderna,A,32
2021-03-15,Flanders,55-64,M,Other,A,1
2021-03-15,Flanders,55-64,M,Pfizer-BioNTech,A,25
2021-03-15,Flanders,55-64,M,Pfizer-BioNTech,B,214
2021-03-15,Flanders,65-74,F,AstraZeneca-Oxford,A,597
2021-03-15,Flanders,65-74,F,Moderna,A,7
2021-03-15,Flanders,65-74,F,Moderna,B,1
2021-03-15,Flanders,65-74,F,Other,B,1
2021-03-15,Flanders,65-74,F,Pfizer-BioNTech,A,45
2021-03-15,Flanders,65-74,F,Pfizer-BioNTech,B,78
2021-03-15,Flanders,65-74,M,AstraZeneca-Oxford,A,448
2021-03-15,Flanders,65-74,M,Moderna,A,17
2021-03-15,Flanders,65-74,M,Other,B,1
2021-03-15,Flanders,65-74,M,Pfizer-BioNTech,A,44
2021-03-15,Flanders,65-74,M,Pfizer-BioNTech,B,84
2021-03-15,Flanders,75-84,F,AstraZeneca-Oxford,A,236
2021-03-15,Flanders,75-84,F,AstraZeneca-Oxford,B,1
2021-03-15,Flanders,75-84,F,Moderna,A,16
2021-03-15,Flanders,75-84,F,Pfizer-BioNTech,A,80
2021-03-15,Flanders,75-84,F,Pfizer-BioNTech,B,37
2021-03-15,Flanders,75-84,M,AstraZeneca-Oxford,A,334
2021-03-15,Flanders,75-84,M,Moderna,A,16
2021-03-15,Flanders,75-84,M,Pfizer-BioNTech,A,44
2021-03-15,Flanders,75-84,M,Pfizer-BioNTech,B,21
2021-03-15,Flanders,85+,F,AstraZeneca-Oxford,A,1170
2021-03-15,Flanders,85+,F,Moderna,A,3
2021-03-15,Flanders,85+,F,Pfizer-BioNTech,A,69
2021-03-15,Flanders,85+,F,Pfizer-BioNTech,B,23
2021-03-15,Flanders,85+,M,AstraZeneca-Oxford,A,964
2021-03-15,Flanders,85+,M,Moderna,A,7
2021-03-15,Flanders,85+,M,Pfizer-BioNTech,A,37
2021-03-15,Flanders,85+,M,Pfizer-BioNTech,B,9
2021-03-15,,16-17,F,Pfizer-BioNTech,A,1
2021-03-15,,16-17,M,Pfizer-BioNTech,A,1
2021-03-15,,18-24,F,AstraZeneca-Oxford,A,19
2021-03-15,,18-24,F,Moderna,A,1
2021-03-15,,18-24,F,Pfizer-BioNTech,A,1
2021-03-15,,18-24,F,Pfizer-BioNTech,B,1
2021-03-15,,18-24,M,AstraZeneca-Oxford,A,19
2021-03-15,,18-24,M,Moderna,B,1
2021-03-15,,18-24,M,Pfizer-BioNTech,A,1
2021-03-15,,18-24,M,Pfizer-BioNTech,B,1
2021-03-15,,25-34,F,AstraZeneca-Oxford,A,3
2021-03-15,,25-34,F,Moderna,A,3
2021-03-15,,25-34,F,Moderna,B,1
2021-03-15,,25-34,F,Pfizer-BioNTech,A,5
2021-03-15,,25-34,F,Pfizer-BioNTech,B,6
2021-03-15,,25-34,M,AstraZeneca-Oxford,A,5
2021-03-15,,25-34,M,Moderna,A,5
2021-03-15,,25-34,M,Moderna,B,1
2021-03-15,,25-34,M,Pfizer-BioNTech,A,2
2021-03-15,,35-44,F,AstraZeneca-Oxford,A,3
2021-03-15,,35-44,F,Moderna,A,2
2021-03-15,,35-44,F,Pfizer-BioNTech,A,3
2021-03-15,,35-44,F,Pfizer-BioNTech,B,6
2021-03-15,,35-44,M,AstraZeneca-Oxford,A,2
2021-03-15,,35-44,M,Moderna,B,2
2021-03-15,,35-44,M,Pfizer-BioNTech,A,3
2021-03-15,,35-44,M,Pfizer-BioNTech,B,4
2021-03-15,,45-54,F,AstraZeneca-Oxford,A,4
2021-03-15,,45-54,F,AstraZeneca-Oxford,B,1
2021-03-15,,45-54,F,Moderna,A,3
2021-03-15,,45-54,F,Moderna,B,3
2021-03-15,,45-54,F,Other,A,1
2021-03-15,,45-54,F,Pfizer-BioNTech,A,4
2021-03-15,,45-54,F,Pfizer-BioNTech,B,6
2021-03-15,,45-54,M,AstraZeneca-Oxford,A,7
2021-03-15,,45-54,M,Pfizer-BioNTech,A,7
2021-03-15,,45-54,M,Pfizer-BioNTech,B,5
2021-03-15,,55-64,F,AstraZeneca-Oxford,A,3
2021-03-15,,55-64,F,Moderna,B,1
2021-03-15,,55-64,F,Pfizer-BioNTech,A,4
2021-03-15,,55-64,F,Pfizer-BioNTech,B,1
2021-03-15,,55-64,M,AstraZeneca-Oxford,A,5
2021-03-15,,55-64,M,Moderna,A,1
2021-03-15,,55-64,M,Pfizer-BioNTech,A,2
2021-03-15,,55-64,M,Pfizer-BioNTech,B,6
2021-03-15,,65-74,F,Moderna,A,1
2021-03-15,,65-74,F,Pfizer-BioNTech,A,1
2021-03-15,,65-74,M,AstraZeneca-Oxford,A,1
2021-03-15,,65-74,M,Moderna,A,2
2021-03-15,,65-74,M,Pfizer-BioNTech,B,3
2021-03-15,,75-84,F,Moderna,A,1
2021-03-15,,75-84,F,Pfizer-BioNTech,A,1
2021-03-15,,75-84,F,Pfizer-BioNTech,B,1
2021-03-15,,75-84,M,AstraZeneca-Oxford,A,1
2021-03-15,,75-84,M,Pfizer-BioNTech,A,1
2021-03-15,,75-84,M,Pfizer-BioNTech,B,2
2021-03-15,Ostbelgien,18-24,M,Pfizer-BioNTech,B,1
2021-03-15,Ostbelgien,25-34,M,AstraZeneca-Oxford,A,1
2021-03-15,Ostbelgien,35-44,F,Moderna,A,1
2021-03-15,Ostbelgien,55-64,M,Pfizer-BioNTech,A,1
2021-03-15,Wallonia,00-11,F,Pfizer-BioNTech,A,2
2021-03-15,Wallonia,12-15,M,Pfizer-BioNTech,A,3
2021-03-15,Wallonia,16-17,F,AstraZeneca-Oxford,A,1
2021-03-15,Wallonia,16-17,F,Pfizer-BioNTech,A,1
