NIS,age,number
42000,95,107
42000,96,108
42000,97,57
42000,98,59
42000,99,22
42000,100,10
42000,101,2
42000,102,1
42000,103,3
42000,104,1
42000,105,1
43000,0,717
43000,1,821
43000,2,748
43000,3,804
43000,4,821
43000,5,866
43000,6,851
43000,7,839
43000,8,938
43000,9,893
43000,10,949
43000,11,894
43000,12,953
43000,13,930
43000,14,947
43000,15,897
43000,16,856
43000,17,868
43000,18,904
43000,19,878
43000,20,903
43000,21,922
43000,22,996
43000,23,935
43000,24,943
43000,25,952
43000,26,943
43000,27,1037
43000,28,970
43000,29,1025
43000,30,1000
43000,31,964
43000,32,952
43000,33,992
43000,34,887
43000,35,1014
43000,36,1051
43000,37,1060
43000,38,1089
43000,39,976
43000,40,1143
43000,41,1112
43000,42,1057
43000,43,1090
43000,44,1039
43000,45,1123
43000,46,1183
43000,47,1159
43000,48,1285
43000,49,1228
43000,50,1276
43000,51,1196
43000,52,1289
43000,53,1276
43000,54,1254
43000,55,1397
43000,56,1289
43000,57,1308
43000,58,1268
43000,59,1146
43000,60,1182
43000,61,1153
43000,62,1121
43000,63,1141
43000,64,1047
43000,65,1039
43000,66,1031
43000,67,998
43000,68,972
43000,69,949
43000,70,938
43000,71,968
43000,72,890
43000,73,948
43000,74,846
43000,75,742
43000,76,768
43000,77,626
43000,78,562
43000,79,581
43000,80,657
43000,81,661
43000,82,587
43000,83,531
43000,84,564
43000,85,524
43000,86,451
43000,87,399
43000,88,370
43000,89,300
43000,90,264
43000,91,193
43000,92,159
43000,93,121
43000,94,107
43000,95,60
43000,96,57
43000,97,30
43000,98,20
43000,99,14
43000,100,9
43000,101,1
43000,102,4
43000,103,2
43000,105,2
44000,0,5596
44000,1,5796
44000,2,5815
44000,3,5751
44000,4,5965
44000,5,6005
44000,6,5875
44000,7,6175
44000,8,6383
44000,9,6323
44000,10,6349
44000,11,6370
44000,12,6045
44000,13,6101
44000,14,5901
44000,15,5882
44000,16,5519
44000,17,5515
44000,18,5740
44000,19,6102
44000,20,6019
44000,21,6131
44000,22,6575
44000,23,7021
44000,24,7453
44000,25,8040
44000,26,8651
44000,27,8892
44000,28,9063
44000,29,8783
44000,30,8416
44000,31,8209
44000,32,7892
44000,33,7963
44000,34,7516
44000,35,7585
44000,36,7551
44000,37,7596
44000,38,7779
44000,39,7994
44000,40,7794
44000,41,7762
44000,42,7346
44000,43,7358
44000,44,7068
44000,45,6955
44000,46,7103
44000,47,7382
44000,48,7455
44000,49,7583
44000,50,7407
44000,51,7423
44000,52,7458
44000,53,7535
44000,54,7562
44000,55,7929
44000,56,7688
44000,57,7510
44000,58,7286
44000,59,7209
44000,60,7169
44000,61,6975
44000,62,6666
44000,63,6469
44000,64,6264
44000,65,6097
44000,66,5756
44000,67,5732
44000,68,5409
44000,69,5559
44000,70,5467
44000,71,5282
44000,72,5182
44000,73,5276
44000,74,4646
44000,75,4494
44000,76,4159
44000,77,3508
44000,78,3142
44000,79,3412
44000,80,3739
44000,81,3641
44000,82,3283
44000,83,3131
44000,84,2815
44000,85,2779
44000,86,2555
44000,87,2317
44000,88,2117
44000,89,1791
44000,90,1381
44000,91,1130
44000,92,931
44000,93,741
44000,94,584
44000,95,459
44000,96,299
44000,97,190
44000,98,152
44000,99,97
44000,100,49
44000,101,11
44000,102,15
44000,103,10
44000,104,5
44000,105,2
44000,106,2
44000,107,1
44000,111,1
45000,0,1090
45000,1,1113
45000,2,1181
45000,3,1231
45000,4,1298
45000,5,1360
45000,6,1363
45000,7,1448
45000,8,1468
45000,9,1421
45000,10,1517
45000,11,1583
45000,12,1464
45000,13,1551
45000,14,1422
45000,15,1436
45000,16,1345
45000,17,1315
45000,18,1363
45000,19,1393
45000,20,1368
45000,21,1383
45000,22,1364
45000,23,1435
45000,24,1321
45000,25,1347
45000,26,1341
45000,27,1307
45000,28,1392
45000,29,1437
45000,30,1356
45000,31,1367
45000,32,1438
45000,33,1363
45000,34,1512
45000,35,1399
45000,36,1569
45000,37,1531
45000,38,1599
45000,39,1586
45000,40,1655
45000,41,1636
45000,42,1634
45000,43,1589
45000,44,1597
45000,45,1656
45000,46,1733
45000,47,1721
45000,48,1755
45000,49,1734
45000,50,1750
45000,51,1826
45000,52,1818
45000,53,1858
45000,54,1973
45000,55,1945
45000,56,1903
45000,57,1837
45000,58,1795
45000,59,1713
45000,60,1736
45000,61,1706
45000,62,1587
45000,63,1576
45000,64,1498
45000,65,1482
45000,66,1383
45000,67,1423
45000,68,1387
45000,69,1296
45000,70,1289
45000,71,1250
45000,72,1217
45000,73,1177
45000,74,1072
45000,75,1029
45000,76,939
45000,77,823
45000,78,680
45000,79,758
45000,80,893
45000,81,865
45000,82,740
45000,83,733
45000,84,696
45000,85,704
45000,86,634
45000,87,584
45000,88,507
45000,89,488
45000,90,330
45000,91,308
45000,92,252
45000,93,187
45000,94,147
45000,95,104
45000,96,81
45000,97,53
45000,98,40
45000,99,23
45000,100,13
45000,101,8
45000,102,3
45000,103,1
45000,104,1
45000,105,1
45000,106,1
46000,0,2539
46000,1,2656
46000,2,2604
46000,3,2899
46000,4,2858
46000,5,2870
46000,6,2909
46000,7,3047
46000,8,3109
46000,9,3124
46000,10,3146
46000,11,3153
46000,12,3182
46000,13,3098
46000,14,2943
46000,15,2907
46000,16,2730
46000,17,2744
46000,18,2779
46000,19,2831
46000,20,2811
46000,21,2935
46000,22,3017
46000,23,2932
46000,24,2936
46000,25,2841
46000,26,3032
46000,27,3007
46000,28,3062
46000,29,3102
46000,30,3055
46000,31,3113
46000,32,3103
46000,33,3049
46000,34,3032
46000,35,3166
46000,36,3087
46000,37,3320
46000,38,3328
46000,39,3297
46000,40,3338
46000,41,3367
46000,42,3175
46000,43,3235
46000,44,3042
46000,45,3164
46000,46,3144
46000,47,3406
46000,48,3669
46000,49,3677
46000,50,3586
46000,51,3590
46000,52,3607
46000,53,3570
46000,54,3601
46000,55,3748
46000,56,3637
46000,57,3463
46000,58,3489
46000,59,3316
46000,60,3353
46000,61,3262
46000,62,3172
46000,63,3094
46000,64,3005
46000,65,2931
46000,66,2814
46000,67,2720
46000,68,2676
46000,69,2655
46000,70,2615
46000,71,2725
46000,72,2669
46000,73,2715
46000,74,2338
46000,75,2263
46000,76,2139
46000,77,1668
46000,78,1477
46000,79,1599
46000,80,1700
46000,81,1673
46000,82,1519
46000,83,1405
46000,84,1312
46000,85,1142
46000,86,1105
46000,87,938
46000,88,884
46000,89,734
46000,90,560
46000,91,477
46000,92,362
46000,93,262
46000,94,232
46000,95,163
46000,96,104
46000,97,85
46000,98,54
46000,99,38
46000,100,17
46000,101,9
46000,102,3
46000,103,3
46000,106,1
46000,107,1
51000,0,1250
51000,1,1214
51000,2,1231
51000,3,1254
51000,4,1312
51000,5,1353
51000,6,1384
51000,7,1433
51000,8,1418
51000,9,1536
51000,10,1523
51000,11,1557
51000,12,1563
51000,13,1605
51000,14,1534
51000,15,1563
51000,16,1593
51000,17,1582
51000,18,1663
51000,19,1543
51000,20,1586
51000,21,1522
51000,22,1540
51000,23,1476
51000,24,1506
51000,25,1313
51000,26,1439
51000,27,1487
51000,28,1568
51000,29,1502
51000,30,1502
51000,31,1461
51000,32,1577
51000,33,1540
51000,34,1495
51000,35,1493
51000,36,1511
51000,37,1558
51000,38,1640
51000,39,1652
51000,40,1715
51000,41,1658
51000,42,1666
51000,43,1648
51000,44,1687
51000,45,1833
51000,46,1849
51000,47,1817
51000,48,1977
51000,49,1908
51000,50,1937
51000,51,1907
51000,52,1818
51000,53,1845
51000,54,1927
51000,55,1959
51000,56,1856
51000,57,1786
51000,58,1919
51000,59,1808
51000,60,1828
51000,61,1714
51000,62,1679
51000,63,1620
51000,64,1495
51000,65,1457
51000,66,1521
51000,67,1386
51000,68,1422
51000,69,1370
51000,70,1457
51000,71,1376
51000,72,1300
51000,73,1302
51000,74,1002
51000,75,930
51000,76,879
51000,77,721
51000,78,646
51000,79,662
51000,80,655
51000,81,683
51000,82,672
51000,83,639
51000,84,520
51000,85,515
51000,86,490
51000,87,477
51000,88,397
51000,89,385
51000,90,287
51000,91,244
51000,92,198
51000,93,139
51000,94,129
51000,95,82
51000,96,70
51000,97,42
51000,98,36
51000,99,24
51000,100,11
51000,101,4
51000,102,1
51000,103,1
51000,104,1
52000,0,4227
52000,1,4234
52000,2,4434
52000,3,4525
52000,4,4766
52000,5,4720
52000,6,4748
52000,7,4883
52000,8,4950
52000,9,4932
52000,10,4919
52000,11,4847
52000,12,4914
52000,13,4829
52000,14,4850
52000,15,4683
52000,16,4504
52000,17,4674
52000,18,4805
52000,19,4900
52000,20,4770
52000,21,4739
52000,22,4827
52000,23,4768
52000,24,4620
52000,25,4742
52000,26,4662
52000,27,5017
52000,28,5120
52000,29,5205
52000,30,5390
52000,31,5197
52000,32,5203
52000,33,5114
52000,34,4914
52000,35,4994
52000,36,4786
52000,37,4969
52000,38,4960
52000,39,5093
52000,40,4982
52000,41,4988
52000,42,4999
52000,43,4927
52000,44,4902
52000,45,5173
52000,46,5353
52000,47,5545
52000,48,5548
52000,49,5505
52000,50,5402
52000,51,5206
52000,52,5131
52000,53,5214
52000,54,5346
52000,55,5463
52000,56,5436
52000,57,5250
52000,58,5282
52000,59,5339
52000,60,5270
52000,61,5167
52000,62,4844
52000,63,4958
52000,64,4837
52000,65,4823
52000,66,4501
52000,67,4284
52000,68,4285
52000,69,4175
52000,70,4187
52000,71,4314
52000,72,4154
52000,73,4046
52000,74,2845
52000,75,2824
52000,76,2475
52000,77,2146
52000,78,2020
52000,79,2221
52000,80,2284
52000,81,2150
52000,82,1940
52000,83,1716
52000,84,1647
52000,85,1566
52000,86,1358
52000,87,1362
52000,88,1256
52000,89,1117
52000,90,869
52000,91,717
52000,92,618
52000,93,465
52000,94,352
52000,95,267
52000,96,164
52000,97,111
52000,98,93
52000,99,58
52000,100,27
52000,101,8
52000,102,1
52000,103,7
52000,104,3
52000,105,3
52000,107,2
53000,0,2497
53000,1,2646
53000,2,2714
53000,3,2718
53000,4,2724
53000,5,2903
53000,6,2979
53000,7,3040
53000,8,3043
53000,9,3045
53000,10,3127
53000,11,3114
53000,12,3229
53000,13,3125
53000,14,2912
53000,15,3010
53000,16,2938
53000,17,3026
53000,18,3059
53000,19,3124
53000,20,3084
53000,21,3050
53000,22,3082
53000,23,3114
53000,24,3053
53000,25,3099
53000,26,3276
53000,27,3276
53000,28,3531
53000,29,3559
53000,30,3515
53000,31,3343
53000,32,3320
53000,33,3313
53000,34,3248
53000,35,3259
53000,36,3199
53000,37,3347
53000,38,3459
53000,39,3489
53000,40,3279
53000,41,3284
53000,42,3356
53000,43,3339
53000,44,3414
53000,45,3582
53000,46,3628
53000,47,3719
53000,48,3702
53000,49,3638
53000,50,3480
53000,51,3387
53000,52,3390
53000,53,3465
53000,54,3541
53000,55,3658
53000,56,3488
53000,57,3358
53000,58,3388
53000,59,3445
53000,60,3476
53000,61,3453
53000,62,3347
53000,63,3253
53000,64,3220
53000,65,3221
53000,66,3178
53000,67,3007
53000,68,2899
53000,69,2915
53000,70,2845
53000,71,2893
53000,72,2774
53000,73,2688
53000,74,1927
53000,75,1823
53000,76,1686
53000,77,1316
53000,78,1218
53000,79,1275
53000,80,1357
53000,81,1309
53000,82,1141
53000,83,1149
53000,84,1017
53000,85,971
53000,86,875
53000,87,891
53000,88,798
53000,89,720
53000,90,539
53000,91,437
53000,92,404
53000,93,298
53000,94,248
53000,95,200
53000,96,119
53000,97,90
53000,98,59
53000,99,35
53000,100,20
53000,101,8
53000,102,6
53000,105,1
53000,106,1
55000,0,1047
55000,1,1055
55000,2,1060
55000,3,1086
55000,4,1123
55000,5,1242
55000,6,1240
55000,7,1218
55000,8,1264
55000,9,1301
55000,10,1288
55000,11,1380
55000,12,1283
55000,13,1365
55000,14,1280
55000,15,1344
55000,16,1298
55000,17,1300
55000,18,1390
55000,19,1286
55000,20,1285
55000,21,1248
55000,22,1137
55000,23,1251
55000,24,1168
55000,25,1152
55000,26,1153
55000,27,1268
55000,28,1335
55000,29,1275
55000,30,1359
55000,31,1281
55000,32,1225
55000,33,1343
55000,34,1268
55000,35,1308
55000,36,1256
55000,37,1348
55000,38,1387
55000,39,1377
55000,40,1367
55000,41,1355
55000,42,1336
55000,43,1403
55000,44,1439
55000,45,1404
55000,46,1523
55000,47,1574
55000,48,1516
55000,49,1521
55000,50,1549
55000,51,1468
55000,52,1491
55000,53,1557
55000,54,1518
55000,55,1464
55000,56,1520
55000,57,1470
55000,58,1417
55000,59,1413
55000,60,1400
55000,61,1372
55000,62,1301
55000,63,1294
55000,64,1223
55000,65,1199
55000,66,1195
55000,67,1175
55000,68,1128
55000,69,1118
55000,70,1083
55000,71,1103
55000,72,1091
55000,73,1138
55000,74,718
55000,75,721
55000,76,655
55000,77,515
55000,78,522
55000,79,511
55000,80,588
55000,81,526
55000,82,481
55000,83,437
55000,84,423
55000,85,408
55000,86,370
55000,87,351
55000,88,275
55000,89,268
55000,90,245
55000,91,176
55000,92,153
55000,93,119
55000,94,93
55000,95,89
55000,96,49
55000,97,35
55000,98,23
55000,99,12
55000,100,5
55000,101,5
55000,102,2
55000,103,3
55000,104,1
55000,105,1
56000,0,787
56000,1,890
56000,2,785
56000,3,904
56000,4,856
56000,5,906
56000,6,977
56000,7,1061
56000,8,1034
56000,9,1138
56000,10,1085
56000,11,1113
56000,12,1075
56000,13,1084
56000,14,1116
56000,15,1111
56000,16,1120
56000,17,1042
56000,18,1131
56000,19,1165
56000,20,1140
56000,21,1022
56000,22,1008
56000,23,1015
56000,24,1002
56000,25,961
56000,26,1043
56000,27,1068
56000,28,1167
56000,29,1112
56000,30,1082
56000,31,1083
56000,32,1097
56000,33,1074
56000,34,1105
56000,35,1096
56000,36,1015
56000,37,1109
56000,38,1145
56000,39,1103
56000,40,1021
56000,41,1079
56000,42,1090
56000,43,1122
56000,44,1126
56000,45,1121
56000,46,1219
56000,47,1287
56000,48,1303
56000,49,1301
56000,50,1242
56000,51,1221
56000,52,1191
56000,53,1311
56000,54,1347
56000,55,1318
56000,56,1395
56000,57,1329
56000,58,1375
56000,59,1300
56000,60,1360
56000,61,1374
56000,62,1322
56000,63,1262
56000,64,1288
56000,65,1256
56000,66,1136
56000,67,1166
56000,68,1096
56000,69,1086
56000,70,1071
56000,71,1076
56000,72,1041
56000,73,997
56000,74,763
56000,75,667
56000,76,586
56000,77,548
56000,78,495
56000,79,579
56000,80,538
56000,81,527
56000,82,460
56000,83,500
56000,84,413
56000,85,381
56000,86,336
56000,87,349
56000,88,322
56000,89,263
56000,90,210
56000,91,156
56000,92,158
56000,93,134
56000,94,97
56000,95,65
56000,96,38
56000,97,34
56000,98,20
56000,99,14
56000,100,4
56000,101,3
56000,102,3
56000,103,1
56000,105,1
56000,106,3
56000,108,1
57000,0,2191
57000,1,2075
57000,2,2293
57000,3,2291
57000,4,2418
57000,5,2446
57000,6,2448
57000,7,2517
57000,8,2577
57000,9,2641
57000,10,2642
57000,11,2621
57000,12,2720
57000,13,2723
57000,14,2700
57000,15,2718
57000,16,2719
57000,17,2660
57000,18,2830
57000,19,2783
57000,20,2702
57000,21,2696
57000,22,2648
57000,23,2654
57000,24,2593
57000,25,2484
57000,26,2480
57000,27,2683
57000,28,2669
57000,29,2733
57000,30,2762
57000,31,2850
57000,32,2669
57000,33,2834
57000,34,2730
57000,35,2692
57000,36,2659
57000,37,2815
57000,38,2862
57000,39,2876
57000,40,2864
57000,41,2876
57000,42,2798
57000,43,2716
57000,44,2928
57000,45,2945
57000,46,3158
57000,47,3307
57000,48,3291
57000,49,3126
57000,50,3122
57000,51,3108
57000,52,3061
57000,53,3074
57000,54,3068
57000,55,3140
57000,56,3011
57000,57,2899
57000,58,2919
57000,59,2988
57000,60,2965
57000,61,2886
57000,62,2870
57000,63,2800
57000,64,2691
57000,65,2650
57000,66,2650
57000,67,2494
57000,68,2421
57000,69,2451
57000,70,2504
57000,71,2428
57000,72,2437
57000,73,2345
57000,74,1744
57000,75,1771
57000,76,1621
57000,77,1271
57000,78,1057
57000,79,1132
57000,80,1288
57000,81,1272
57000,82,1173
57000,83,1111
57000,84,1049
57000,85,1004
57000,86,915
57000,87,987
57000,88,818
57000,89,727
57000,90,607
57000,91,497
57000,92,466
57000,93,298
57000,94,260
57000,95,200
57000,96,144
57000,97,100
57000,98,82
57000,99,73
57000,100,21
57000,101,8
57000,102,2
57000,103,1
57000,104,2
57000,105,3
58000,0,1429
58000,1,1456
58000,2,1461
58000,3,1400
58000,4,1533
58000,5,1594
58000,6,1617
58000,7,1617
58000,8,1708
58000,9,1657
58000,10,1747
58000,11,1706
58000,12,1694
58000,13,1661
58000,14,1673
58000,15,1597
58000,16,1666
58000,17,1657
58000,18,1649
58000,19,1739
58000,20,1606
58000,21,1722
58000,22,1645
58000,23,1710
58000,24,1626
58000,25,1623
58000,26,1736
58000,27,1800
58000,28,1826
58000,29,1816
58000,30,1780
58000,31,1887
58000,32,1815
58000,33,1843
58000,34,1788
58000,35,1724
58000,36,1643
58000,37,1724
58000,38,1747
58000,39,1801
58000,40,1704
58000,41,1726
58000,42,1746
58000,43,1766
58000,44,1800
58000,45,1905
58000,46,1932
58000,47,1998
58000,48,1963
58000,49,2045
58000,50,1951
58000,51,1927
58000,52,1938
58000,53,1900
58000,54,1959
58000,55,2013
58000,56,2077
58000,57,1927
58000,58,1960
58000,59,1882
58000,60,2030
58000,61,1937
58000,62,1785
58000,63,1772
58000,64,1714
58000,65,1743
58000,66,1613
58000,67,1600
58000,68,1528
58000,69,1531
58000,70,1558
58000,71,1476
58000,72,1506
58000,73,1488
58000,74,1109
58000,75,1055
58000,76,947
58000,77,785
58000,78,726
58000,79,844
58000,80,841
58000,81,783
58000,82,667
58000,83,661
58000,84,619
58000,85,590
58000,86,524
58000,87,511
58000,88,451
58000,89,409
58000,90,333
58000,91,275
58000,92,224
58000,93,181
58000,94,134
58000,95,94
58000,96,79
58000,97,43
58000,98,20
58000,99,26
58000,100,7
58000,101,4
58000,102,2
58000,103,3
61000,0,1101
61000,1,1097
61000,2,1144
61000,3,1128
61000,4,1238
61000,5,1266
61000,6,1304
61000,7,1353
61000,8,1390
61000,9,1404
61000,10,1423
61000,11,1416
61000,12,1336
61000,13,1435
61000,14,1416
61000,15,1326
61000,16,1338
61000,17,1358
61000,18,1465
61000,19,1410
61000,20,1352
61000,21,1372
61000,22,1328
61000,23,1261
61000,24,1298
61000,25,1279
61000,26,1239
61000,27,1302
61000,28,1429
61000,29,1475
61000,30,1429
61000,31,1488
61000,32,1496
61000,33,1423
61000,34,1478
61000,35,1388
61000,36,1455
61000,37,1500
61000,38,1477
61000,39,1389
61000,40,1514
61000,41,1401
61000,42,1432
61000,43,1509
61000,44,1500
61000,45,1505
61000,46,1581
61000,47,1662
61000,48,1610
61000,49,1599
61000,50,1557
61000,51,1593
61000,52,1586
61000,53,1635
61000,54,1671
61000,55,1761
61000,56,1662
61000,57,1613
61000,58,1660
61000,59,1517
61000,60,1539
61000,61,1542
61000,62,1524
61000,63,1447
61000,64,1390
61000,65,1386
61000,66,1364
61000,67,1286
61000,68,1300
61000,69,1226
61000,70,1211
61000,71,1162
61000,72,1165
61000,73,1063
61000,74,811
61000,75,732
61000,76,735
61000,77,597
61000,78,548
61000,79,598
61000,80,617
61000,81,609
61000,82,492
61000,83,509
61000,84,465
61000,85,413
61000,86,374
61000,87,390
61000,88,340
61000,89,295
61000,90,224
61000,91,198
61000,92,146
61000,93,125
61000,94,100
61000,95,63
61000,96,38
61000,97,18
61000,98,29
61000,99,12
61000,100,6
61000,101,3
61000,102,1
61000,103,1
61000,104,1
62000,0,6596
62000,1,6544
62000,2,6939
62000,3,6904
62000,4,6921
62000,5,7115
62000,6,7017
62000,7,7366
62000,8,7370
62000,9,7415
62000,10,7325
62000,11,7355
62000,12,7085
62000,13,7158
62000,14,6919
62000,15,6908
62000,16,6874
62000,17,6962
62000,18,7110
62000,19,7244
62000,20,7283
62000,21,7249
62000,22,7491
62000,23,7790
62000,24,7630
62000,25,7889
62000,26,8354
62000,27,8577
62000,28,8740
62000,29,8902
62000,30,8717
62000,31,8821
62000,32,8520
62000,33,8407
62000,34,8225
62000,35,8162
62000,36,7923
62000,37,8011
62000,38,8209
62000,39,8208
62000,40,7900
62000,41,7812
62000,42,7691
62000,43,7831
62000,44,7780
62000,45,7972
62000,46,8140
62000,47,8199
62000,48,8271
62000,49,8189
62000,50,8089
62000,51,8063
62000,52,7988
62000,53,8142
62000,54,8454
62000,55,8612
62000,56,8382
62000,57,8079
62000,58,8125
62000,59,8209
62000,60,8173
62000,61,8053
62000,62,7957
62000,63,7696
62000,64,7544
62000,65,7350
62000,66,7143
62000,67,6893
62000,68,6758
62000,69,6954
62000,70,6608
62000,71,6669
62000,72,6489
62000,73,6301
62000,74,4748
62000,75,4713
62000,76,4165
62000,77,3676
62000,78,3290
62000,79,3831
62000,80,3806
62000,81,3658
62000,82,3308
62000,83,3017
62000,84,2867
62000,85,2746
62000,86,2523
62000,87,2381
62000,88,2156
62000,89,1820
62000,90,1515
62000,91,1180
62000,92,958
62000,93,788
62000,94,603
62000,95,427
62000,96,288
62000,97,212
62000,98,137
62000,99,98
62000,100,62
62000,101,16
62000,102,11
62000,103,3
62000,104,2
62000,105,5
62000,106,3
62000,107,1
63000,0,3071
63000,1,3063
63000,2,3011
63000,3,3209
63000,4,3071
63000,5,3264
63000,6,3307
63000,7,3264
63000,8,3444
63000,9,3562
63000,10,3468
63000,11,3460
63000,12,3334
63000,13,3414
63000,14,3448
63000,15,3338
63000,16,3433
63000,17,3380
63000,18,3600
63000,19,3560
63000,20,3486
63000,21,3552
63000,22,3596
63000,23,3501
63000,24,3523
63000,25,3464
63000,26,3437
63000,27,3539
63000,28,3633
63000,29,3631
63000,30,3572
63000,31,3555
63000,32,3430
63000,33,3500
63000,34,3429
63000,35,3438
63000,36,3415
63000,37,3565
63000,38,3434
63000,39,3498
63000,40,3410
63000,41,3314
63000,42,3233
63000,43,3404
63000,44,3267
63000,45,3481
63000,46,3659
63000,47,3790
63000,48,3923
63000,49,3988
63000,50,3945
63000,51,4034
63000,52,4088
63000,53,4305
63000,54,4277
63000,55,4443
63000,56,4419
63000,57,4098
63000,58,4205
63000,59,4127
63000,60,4070
63000,61,3953
63000,62,3805
63000,63,3611
63000,64,3586
63000,65,3508
63000,66,3365
63000,67,3230
63000,68,3089
63000,69,3227
63000,70,2937
63000,71,2926
63000,72,2813
63000,73,2653
63000,74,2014
63000,75,2031
63000,76,1973
63000,77,2008
63000,78,1809
63000,79,1827
63000,80,1886
63000,81,1739
63000,82,1571
63000,83,1448
63000,84,1281
63000,85,1206
63000,86,1122
63000,87,1051
63000,88,869
63000,89,775
63000,90,644
63000,91,490
63000,92,387
63000,93,315
63000,94,246
63000,95,178
63000,96,129
63000,97,81
63000,98,49
63000,99,30
63000,100,21
63000,101,7
63000,102,4
63000,103,2
63000,104,1
63000,105,1
64000,0,732
64000,1,810
64000,2,731
64000,3,823
64000,4,852
64000,5,873
64000,6,910
64000,7,966
64000,8,1009
64000,9,959
64000,10,1043
64000,11,1056
64000,12,1000
64000,13,1053
64000,14,1007
64000,15,975
64000,16,994
64000,17,952
64000,18,1024
64000,19,1040
64000,20,921
64000,21,952
64000,22,889
64000,23,918
64000,24,881
64000,25,829
64000,26,832
64000,27,867
64000,28,985
64000,29,918
64000,30,917
64000,31,1022
64000,32,1030
64000,33,1015
64000,34,1056
64000,35,1050
64000,36,938
64000,37,1035
64000,38,1048
64000,39,1111
64000,40,1087
64000,41,1061
64000,42,1059
64000,43,1133
64000,44,1116
64000,45,1184
64000,46,1196
64000,47,1224
64000,48,1258
64000,49,1233
64000,50,1190
64000,51,1200
64000,52,1188
64000,53,1204
64000,54,1190
64000,55,1276
64000,56,1162
64000,57,1194
64000,58,1116
64000,59,1108
64000,60,1153
64000,61,1078
64000,62,1083
64000,63,962
64000,64,1035
64000,65,946
64000,66,941
64000,67,975
64000,68,956
64000,69,917
64000,70,862
64000,71,922
64000,72,827
64000,73,779
64000,74,599
64000,75,566
64000,76,488
64000,77,459
64000,78,381
64000,79,441
64000,80,487
64000,81,440
64000,82,409
64000,83,345
64000,84,342
64000,85,306
64000,86,319
64000,87,285
64000,88,239
64000,89,203
64000,90,166
64000,91,157
64000,92,98
64000,93,107
64000,94,72
64000,95,50
64000,96,23
64000,97,33
64000,98,19
64000,99,10
64000,100,3
64000,103,1
64000,104,2
64000,108,1
71000,0,3733
71000,1,3801
71000,2,3845
71000,3,4096
71000,4,4146
71000,5,4378
71000,6,4338
71000,7,4540
71000,8,4667
71000,9,4571
71000,10,4635
71000,11,4713
71000,12,4624
71000,13,4459
71000,14,4454
71000,15,4377
71000,16,4161
71000,17,4261
71000,18,4242
71000,19,4346
71000,20,4420
71000,21,4483
71000,22,4552
71000,23,4436
71000,24,4621
71000,25,4537
71000,26,4877
71000,27,5158
71000,28,5208
71000,29,5187
71000,30,5048
71000,31,5056
71000,32,4995
71000,33,5207
71000,34,5073
71000,35,5165
71000,36,5433
71000,37,5702
71000,38,5834
71000,39,5740
71000,40,5901
71000,41,5816
71000,42,5705
71000,43,5497
71000,44,5076
71000,45,5332
71000,46,5315
71000,47,5570
71000,48,5617
71000,49,5896
71000,50,5787
71000,51,5785
71000,52,5956
71000,53,6105
71000,54,6135
71000,55,6449
71000,56,6393
71000,57,6293
71000,58,6251
71000,59,6153
71000,60,6303
71000,61,6160
71000,62,5873
71000,63,5581
71000,64,5732
71000,65,5347
71000,66,5262
71000,67,5081
71000,68,4927
71000,69,4696
71000,70,4596
71000,71,4534
71000,72,4260
71000,73,4072
71000,74,3596
71000,75,3397
71000,76,3316
71000,77,2967
71000,78,2581
71000,79,2831
71000,80,2875
71000,81,2788
71000,82,2594
71000,83,2358
71000,84,2212
71000,85,2083
71000,86,1794
71000,87,1679
71000,88,1391
71000,89,1273
71000,90,1009
71000,91,803
71000,92,630
71000,93,477
71000,94,369
71000,95,264
71000,96,181
71000,97,106
71000,98,81
71000,99,51
71000,100,12
71000,101,7
71000,102,5
71000,103,4
71000,104,2
71000,105,1
72000,0,2258
72000,1,2266
72000,2,2416
72000,3,2469
72000,4,2497
72000,5,2568
72000,6,2588
72000,7,2712
72000,8,2785
72000,9,2924
72000,10,2766
72000,11,2790
72000,12,2745
72000,13,2708
72000,14,2564
72000,15,2629
72000,16,2458
72000,17,2547
72000,18,2647
72000,19,2681
72000,20,2700
72000,21,2652
72000,22,2831
72000,23,2789
72000,24,2705
72000,25,2684
72000,26,2836
72000,27,2934
72000,28,3032
72000,29,2973
72000,30,2997
72000,31,2920
72000,32,2991
72000,33,2949
72000,34,3034
72000,35,3103
72000,36,3022
72000,37,3252
72000,38,3294
72000,39,3274
72000,40,3298
72000,41,3115
72000,42,3191
72000,43,3071
72000,44,2878
72000,45,3065
72000,46,3062
72000,47,3195
72000,48,3301
72000,49,3510
72000,50,3607
72000,51,3624
72000,52,3685
72000,53,3942
72000,54,4061
72000,55,4338
72000,56,4156
72000,57,4212
72000,58,4048
72000,59,3958
72000,60,3968
72000,61,3744
72000,62,3687
72000,63,3629
72000,64,3314
72000,65,3332
72000,66,3230
72000,67,3223
72000,68,2962
72000,69,2859
72000,70,2845
72000,71,2659
72000,72,2515
72000,73,2314
72000,74,2179
72000,75,2024
72000,76,1970
72000,77,1742
72000,78,1540
72000,79,1696
72000,80,1736
72000,81,1733
72000,82,1612
72000,83,1393
72000,84,1299
72000,85,1163
72000,86,1085
72000,87,925
72000,88,754
72000,89,697
72000,90,502
72000,91,411
72000,92,306
72000,93,229
72000,94,169
72000,95,135
72000,96,96
72000,97,50
72000,98,39
72000,99,21
72000,100,15
72000,101,2
72000,102,1
72000,105,2
